ID_SUCURSAL;ID_NOMBRE_SUCURSAL;DIRECCION;LATITUD;LONGITUD;LOCALIDAD;PROVINCIA;NODO;LAT_NODO;LONG_NODO;ABONO_MENSUAL;Moneda;CPE_ARSAT;CPE_PROPONENTE;Moneda ;TIEMPO_IMPLEMENTACION;MARCA_CPE;MODELO_CPE;COSTO_CPE;VERIF_CARGA;CUIT;RAZON_SOCIAL;DTO_GLOBAL;;
1350;Carlos Tejedor;Alberto H. AlmirÛn 46;-35,38906;-62,42117;Carlos Tejedor;Buenos Aires;Carlos Tejedor;-35,390125;-62,4130833;; USD ;;;USD;;;;;;;;;;
1352;Carmen De Areco;Avda. Mitre Y AzcuÈnaga;-34,37796;-59,82473;Carmen De Areco;Buenos Aires;Carmen De Areco;-34,3875278;-59,8203639;; USD ;;;USD;;;;;;;;;;
1403;Anexo Operativo Mar Del Plata;CÛrdoba 2071;-38,002334;-57,549241;Mar Del Plata;Buenos Aires;Mar Del Plata;-37,9973778;-57,5503917;; USD ;;;USD;;;;;;;;;;
1410;Chacabuco;Belgrano 49;-34,643138;-60,471641;Chacabuco;Buenos Aires;Chacabuco;-34,6284222;-60,4658528;; USD ;;;USD;;;;;;;;;;
1450;Chascomus;Avda. Mitre 113;-35,579345;-58,01318;Chascomus;Buenos Aires;Chascomus;-35,5737361;-58,0189694;; USD ;;;USD;;;;;;;;;;
1510;Colon (Ba);Calle 47 N∞ 901;-33,8929;-61,10041;Colon;Buenos Aires;Colon;-33,8978634;-61,0995605;88,90;USD;635,00;635,00;USD;25;huawei;EG8141A5 o similar;48,26;Carga correcta;30545748831;COOPERATIVA DE PROVISI”N DE SERVICIOS EL…CTRICOS, PUBLICOS,SOCIALES, VIVIENDA, OBRAS Y CONSUMO DE COLON BUENOS AIRES LIMITADA;;;
1620;Coronel Suarez;Sarmiento 101;-37,45907;-61,93359;Coronel Suarez;Buenos Aires;Coronel Suarez;-37,4729722;-61,9269083;; USD ;;;USD;;;;;;;;;;
1653;Daireaux;Avda. Julio A. Roca 199;-36,601042;-61,749355;Daireaux;Buenos Aires;Daireaux;-36,5965833;-61,7497111;; USD ;;;USD;;;;;;;;;;
1654;Dardo Rocha;Calle 42 Esq. 21 - La Plata;-34,92127;-57,97185;La Plata;Buenos Aires;La Plata;-34,9425917;-57,9745806;600,00;USD;2.928,00;3.475,00;USD;10;Huawei;S5735-L8T4X-QA-V2;547;Carga correcta;30714627356;Soluciones Wisp S.A.;;;
1850;Gral. Belgrano;Avda San MartÌn (15) N∞ 805;-35,769288;-58,49671;Gral. Belgrano;Buenos Aires;General Belgrano;-35,7640306;-58,4875889;; USD ;;;USD;;;;;;;;;;
1870;Gral. Lamadrid;Sarmiento 386;-37,249689;-61,263521;Gral. Lamadrid;Buenos Aires;General La Madrid;-37,2450611;-61,2530583;; USD ;;;USD;;;;;;;;;;
1880;Gral. Madariaga;Avellaneda 281;-36,997028;-57,137302;Gral. Madariaga;Buenos Aires;General Juan Madariaga;-37,0054722;-57,1168056;; USD ;;;USD;;;;;;;;;;
1930;Los Toldos;BmÈ. Mitre 696;-34,994282;-61,035709;Los Toldos;Buenos Aires;Los Toldos;-35,001583;-61,040231;181,50;USD;150,00;300,00;USD;10;Huawei ;HG8310M;300;Carga correcta;33598217489;Coop. Electrica de Gral. Viamonte;;;
1940;Gral. Villegas;Rivadavia 698;-35,031724;-63,015627;Gral. Villegas;Buenos Aires;General Villegas;-35,046734;-63,015294;; USD ;;;USD;;;;;;;;;;
1984;Henderson;Rivadavia Esq. Almafuerte;-36,30242;-61,71893;Henderson;Buenos Aires;Henderson;-36,2973889;-61,7232861;; USD ;;;USD;;;;;;;;;;
2120;Junin;Mayor LÛpez 26;-34,593509;-60,945325;Junin;Buenos Aires;Junin;-34,5690194;-60,9316111;89,00; USD ;132,00;360,00;USD;10;MIKROTIK;951;170;Carga correcta;30665549050;GRUPO SERVICIOS JUNIN S.A.;;;
2180;Laprida;Avda. San MartÌn 1100;-37,54439;-60,79994;Laprida;Buenos Aires;Laprida;-37,546806;-60,812333;; USD ;;;USD;;;;;;;;;;
2250;Lincoln;Avda. L.N.Alem 1200;-34,86942;-61,52946;Lincoln;Buenos Aires;Lincoln;-34,868833;-61,5125;; USD ;;;USD;;;;;;;;;;
2270;Lobos;Salgado Y Buenos Aires;-35,18595;-59,106717;Lobos;Buenos Aires;Lobos;-35,19045;-59,082083;; USD ;;;USD;;;;;;;;;;
2300;Lujan;San MartÌn 298;-34,564852;-59,117945;Lujan;Buenos Aires;Lujan;-34,579061;-59,109503;; USD ;;;USD;;;;;;;;;;
2410;Mercedes (Ba);Calle 29 N∞ 448;-34,652433;-59,432379;Mercedes;Buenos Aires;Mercedes;-34,675156;-59,440553;; USD ;;;USD;;;;;;;;;;
2510;Navarro;H. Yrigoyen 300;-35,005833;-59,277914;Navarro;Buenos Aires;Los Pinos;-37,943169;-58,324894;; USD ;;;USD;;;;;;;;;;
2580;Nueve De Julio;Rioja Y Avda. Gral. Vedia;-35,44543;-60,88324;9 De Julio;Buenos Aires;9 De Julio;-35,4406889;-60,8725;30,25;USD;242,00;412,60;USD;10;MIKROTIK;RB760IGS;200;Carga correcta;30716850419;NET NUEVE SAS;;;
2600;Olavarria;V. Lopez 2900;-36,892662;-60,32228;Olavarria;Buenos Aires;Olavarria;-36,885419;-60,309583;; USD ;;;USD;;;;;;;;;;
2690;Pehuajo;Artigas 589;-35,810905;-61,899869;Pehuajo;Buenos Aires;Pehuajo;-35,808664;-61,886181;; USD ;;;USD;;;;;;;;;;
2880;Rauch;Avda. San MartÌn 501;-36,775648;-59,090258;Rauch;Buenos Aires;Rauch;-36,775611;-59,077289;200,00;USD;100,00;500,00;USD;5;Mikrotik;CRS 112;400;Carga correcta;30710031289;Globalweb S.R.L;;;
2880;Rauch;Avda. San MartÌn 501;-36,775648;-59,090258;Rauch;Buenos Aires;Rauch;-36,775611;-59,077289;550,00;USD;1.500,00;1.500,00;USD;120;fiberhome;AN5506-01A;120;Carga correcta;20282994039;JUAN IGNACIO UGALDE;;;
2980;America (Ba);Rivadavia 301;-35,490073;-62,976291;America;Buenos Aires;America;-35,494459;-62,970023;; USD ;;;USD;;;;;;;;;;
2992;Rivera;Avda. S. MartÌn Esq.De Los Colonizadores;-37,16021;-63,24619;Rivera;Buenos Aires;Rivera;-37,155926;-63,244268;; USD ;;;USD;;;;;;;;;;
3000;Rojas;Avda. 25 De Mayo 400;-34,19765;-60,73324;Rojas;Buenos Aires;Rojas;-34,208253;-60,72754;; USD ;;;USD;;;;;;;;;;
3060;Saladillo;Avda. San MartÌn 3099;-35,63871;-59,778208;Saladillo;Buenos Aires;Saladillo;-35,634893;-59,786639;; USD ;;;USD;;;;;;;;;;
3080;Salto;San Pablo 401;-34,291793;-60,254334;Salto;Buenos Aires;Salto;-34,30625;-60,246444;; USD ;;;USD;;;;;;;;;;
3270;San Nicolas;Belgrano 101 Esq.Sarmiento;-33,327719;-60,21801;San Nicolas;Buenos Aires;San Nicolas De Los Arroyos;-33,338883;-60,200961;; USD ;;;USD;;;;;;;;;;
3325;Santa Clara Del Mar;Los Angeles 197;-37,835035;-57,500162;Santa Clara Del Mar;Buenos Aires;Santa Clara Del Mar;-37,842042;-57,507356;; USD ;;;USD;;;;;;;;;;
3460;Tapalque;Avda. 9 De Julio 545;-36,357224;-60,025392;Tapalque;Buenos Aires;Tapalque;-36,360978;-60,031272;; USD ;;;USD;;;;;;;;;;
3510;Tornquist;Avda. 9 De Julio 402;-38,099932;-62,224106;Tornquist;Buenos Aires;Tornquist;-38,105861;-62,216778;; USD ;;;USD;;;;;;;;;;
3560;Trenque Lauquen;Bvd. Villegas 501;-35,97297;-62,733736;Trenque Lauquen;Buenos Aires;Trenque Lauquen;-35,971336;-62,748289;; USD ;;;USD;;;;;;;;;;
3575;Tres Lomas;9 De Julio 502;-36,458513;-62,862171;Tres Lomas;Buenos Aires;Tres Lomas;-36,465908;-62,865686;; USD ;;;USD;;;;;;;;;;
3640;Vedia;Avda. L.N.Alem 1;-34,498471;-61,54195;Vedia;Buenos Aires;Vedia;-34,491353;-61,547914;; USD ;;;USD;;;;;;;;;;
3650;Veinticinco De Mayo;Calle 9 N∞ 900;-35,43182;-60,17114;25 De Mayo;Buenos Aires;25 De Mayo;-35,4429806;-60,1747889;; USD ;;;USD;;;;;;;;;;
3760;Villa Gesell;Avda. 3 Esq. Paseo 109;-37,261707;-56,972544;Villa Gesell;Buenos Aires;Villa Gesell;-37,256008;-56,974533;; USD ;;;USD;;;;;;;;;;
3850;Zarate;Avda. Rivadavia 699;-34,095127;-59,024015;Zarate;Buenos Aires;Zarate;-34,105194;-59,048278;; USD ;;;USD;;;;;;;;;;
9218;Ingeniero White;Libertad 3701;-38,770694;-62,279513;Ingeniero White;Buenos Aires;Bahia Blanca;-38,7512417;-62,2829722;; USD ;;;USD;;;;;;;;;;
9245;Barrio La Perla;Avda. Libertad 3802 - M.Del Plata;-37,987575;-57,554403;Mar Del Palata;Buenos Aires;Mar Del Plata;-37,9973778;-57,5503917;; USD ;;;USD;;;;;;;;;;
9246;Barrio Acevedo;Sarmiento 675 - Pergamino;-33,884319;-60,567702;Pergamino;Buenos Aires;Pergamino;-33,860639;-60,571472;; USD ;;;USD;;;;;;;;;;
1207;Belen;Lavalle 305;-27,65026;-67,02673;Belen;Catamarca;Belen;-27,6467222;-67,0203889;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
2903;Recreo;Pte. PerÛn Y Sarmiento;-29,278398;-65,059351;Recreo;Catamarca;Recreo;-29,2863647;-65,0554615;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
3343;Santa Maria;BmÈ. Mitre 489;-26,694;-66,04973;Santa Maria;Catamarca;Santa Maria;-26,698689;-66,041042;150,00;USD;250,00;1.720,00;USD;15;CISCO;CBS220-8T-E-2G;1470;Carga correcta;33564365349;COOPERATIVA TELEFONICA SANTA MARIA LIMITADA;;;
3343;Santa Maria;BmÈ. Mitre 489;-26,694;-66,04973;Santa Maria;Catamarca;Santa Maria;-26,698689;-66,041042;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
1106;Avda. 25 De Mayo;Avda. 25 De Mayo 1298;-27,44087;-58,998197;Resistencia;Chaco;Resistencia;-27,45595;-58,987239;350,00;USD;4.000,00;5.000,00;USD;25;8-Port Gigabit L2 Managed Switch, 8 Gigabit RJ45 Ports,2 SFP ;Ethernet Smart Switch con 8x Gigabit +  4x bahias SFP;1000;Carga correcta;30709473839;Comytel S.A.;;;
2730;Presidencia R. Saenz PeÒa;Pellegrini 499;-26,790247;-60,441343;Presidencia R. Saenz PeÒa;Chaco;Presidencia Roque Saenz PeÒa;-26,7916944;-60,4276972;; USD ;;;USD;;;;;;;;;;
2740;Presidencia De La Plaza;San MartÌn 399;-27,001574;-59,846118;Presidencia De La Plaza;Chaco;Presidencia De La Plaza;-27,004389;-59,834389;; USD ;;;USD;;;;;;;;;;
1048;Alto Rio Senguer;Avda. San MartÌn 141;-45,0456;-70,82072;Rio Senguer;Chubut;Alto Rio Senguer;-45,036475;-70,812069;; USD ;;;USD;;;;;;;;;;
215;C.A.N.E. San Francisco;Avda. Del Libertador Norte 53;-31,429037;-62,085134;San Francisco;CÛrdoba;Frontera;-31,4302361;-62,0651694;; USD ;;;USD;;;;;;;;;;
1095;Arroyito;Avda. Fulvio A. Pagani 809;-31,42266;-63,04641;Arroyito;CÛrdoba;Arroyito;-31,415964;-63,044611;180,00;USD;650,00;1.300,00;USD;90;MIKROTIK;CCR2004-16G-2S+;650;Carga correcta;23288366659;CHIARAVIGLIO RAUL FABIO;;;
1220;Bell Ville;CÛrdoba 600;-32,629902;-62,69412;Bell Ville;CÛrdoba;Bell Ville;-32,612997;-62,694325;; USD ;;;USD;;;;;;;;;;
1570;Cordoba;San JerÛnimo 30;-31,417418;-64,183429;Centro;CÛrdoba;Cordoba;-31,4391944;-64,1897806;; USD ;;;USD;;;;;;;;;;
1640;Cruz Del Eje;Alvear 508;-30,721049;-64,806011;Cruz Del Eje;CÛrdoba;Cruz Del Eje;-30,7242056;-64,8005583;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
1660;Dean Funes;9 De Julio 203;-30,42322;-64,35093;Dean Funes;CÛrdoba;Dean Funes;-30,4228944;-64,3571611;; USD ;;;USD;;;;;;;;;;
1860;Gral. Cabrera;25 De Mayo Esq. Buenos Aires;-32,813698;-63,874565;Gral. Cabrera;CÛrdoba;General Cabrera;-32,808836;-63,859931;; USD ;;;USD;;;;;;;;;;
1871;Gral. Levalle;Gral. Paz 340;-34,007079;-63,921614;Gral. Levalle;CÛrdoba;General Levalle;-34,00695;-63,9153;; USD ;;;USD;;;;;;;;;;
1985;Hernando;San MartÌn Esq. Chile;-32,427617;-63,734061;Hernando;CÛrdoba;Hernando Ciudad;-32,422836;-63,738783;138,00;USD;350,00;350,00;USD;5;Huawei;HG8247H5;150;Carga correcta;30545745794;Cooperativa de Obras, Servicios Publicos y Sociales de Hernando Ltda.;;;
2070;Jesus Maria;Tucum·n 395;-30,976547;-64,095075;Jesus Maria;CÛrdoba;Jesus Maria;-30,9861498;-64,0899988;; USD ;;;USD;;;;;;;;;;
2130;Laboulaye;Avda. Independencia 249;-34,128019;-63,389705;Laboulaye;CÛrdoba;Laboulaye;-34,1226722;-63,3931528;; USD ;;;USD;;;;;;;;;;
2340;Marcos Juarez;L. N. Alem 300;-32,694732;-62,105001;Marcos Juarez;CÛrdoba;Marcos Juarez;-32,692886;-62,089983;; USD ;;;USD;;;;;;;;;;
2502;Morrison;Dr. Mariano Moreno 550;-32,592231;-62,832601;Morrison;CÛrdoba;Colonia Bossi;-30,6690806;-61,7890694;; USD ;;;USD;;;;;;;;;;
2622;Oncativo;Bv. San MartÌn 1040/42;-31,91663;-63,679537;Oncativo;CÛrdoba;Oncativo;-31,909667;-63,681028;; USD ;;;USD;;;;;;;;;;
3092;Sampacho;H. Yrigoyen Esq. Moreno;-33,38462;-64,72266;Sampacho;CÛrdoba;Sampacho;-33,3874139;-64,7301583;; USD ;;;USD;;;;;;;;;;
3160;San Francisco;Bvd. 25 De Mayo 1702;-31,42949;-62,08503;San Francisco;CÛrdoba;Frontera;-31,4302361;-62,0651694;; USD ;;;USD;;;;;;;;;;
3419;Sucursal Electronica Barrio Jardin Espinoza;Boulevard Elias Yofre 717;-31,450884;-64,184765;Cordoba;CÛrdoba;Cordoba;-31,4391944;-64,1897806;; USD ;;;USD;;;;;;;;;;
3520;VicuÒa Mackenna;Avda. Conall S. Tierney 498;-33,91496;-64,389965;VicuÒa Mackenna;CÛrdoba;Vicuna Mackena;-33,9258528;-64,3850472;; USD ;;;USD;;;;;;;;;;
1013;Anexo Operativo Goya;Gral. Manuel Belgrano 850;-29,142654;-59,265527;Goya;Corrientes;Goya;-29,1608419;-59,249276;146,00;USD;5.480,00;5.745,00;USD;70;Mikrotik;RB 760 IGS HEX S;193;Carga correcta;30716550849;CORRIENTES TELECOMUNICACIONES SAPEM;5†%;;
1210;Bella Vista (Ctes);Salta 1098;-28,507042;-59,043338;Bella Vista;Corrientes;Bella Vista;-28,517925;-59,0373611;146,00;USD;6.520,00;7.003,00;USD;60;Mikrotik;RB 760 IGS HEX S;193;Carga correcta;30716550849;CORRIENTES TELECOMUNICACIONES SAPEM;5†%;;
1630;Corrientes;9 De Julio 1298;-27,466586;-58,83556;Corrientes;Corrientes;Corrientes;-27,4738916;-58,8535194;250,00;USD;2.000,00;3.000,00;USD;20;8-Port Gigabit L2 Managed Switch, 8 Gigabit RJ45 Ports,2 SFP ;Ethernet Smart Switch con 8x Gigabit +  4x bahias SFP;1000;Carga correcta;30709473839;Comytel S.A.;;;
1630;Corrientes;9 De Julio 1298;-27,466586;-58,83556;Corrientes;Corrientes;Corrientes;-27,4738916;-58,8535194;146,00;USD;719,00;970,00;USD;20;Mikrotik;RB 760 IGS HEX S;193;Carga correcta;30716550849;CORRIENTES TELECOMUNICACIONES SAPEM;5†%;;
1750;Esquina (Ctes);BmÈ. Mitre 501;-30,018069;-59,532874;Esquina;Corrientes;Esquina;-30,01525;-59,5284444;390,00;USD;4.000,00;5.000,00;USD;20;8-Port Gigabit L2 Managed Switch, 8 Gigabit RJ45 Ports,2 SFP ;Ethernet Smart Switch con 8x Gigabit +  4x bahias SFP;1000;Carga correcta;30709473839;Comytel S.A.;;;
1750;Esquina (Ctes);BmÈ. Mitre 501;-30,018069;-59,532874;Esquina;Corrientes;Esquina;-30,01525;-59,5284444;600,00;USD;500,00;0,00;USD;8;0;0;0;Carga correcta;30708682337;WIRCOM ARGENTINA;;;
1960;Goya;Belgrano 898;-29,143147;-59,265769;Goya;Corrientes;Goya;-29,1608419;-59,249276;146,00;USD;5.480,00;5.745,00;USD;70;Mikrotik;RB 760 IGS HEX S;193;Carga correcta;30716550849;CORRIENTES TELECOMUNICACIONES SAPEM;5†%;;
3340;Santa Lucia;Belgrano 1002;-28,989523;-59,101092;Santa Lucia;Corrientes;Santa Lucia;-28,9743678;-59,0988896;146,00;USD;1.265,00;1.795,00;USD;40;Mikrotik;RB 760 IGS HEX S;193;Carga correcta;30716550849;CORRIENTES TELECOMUNICACIONES SAPEM;5†%;;
;;;;;Goya;Corrientes;;;;95,00;;;756,25;;;;ver presupuesto en PDF;;Falta campo obligatorio;30716804034;Gowigo Sas;;;
1023;Anexo Operativo Parana;EspaÒa 42;-31,732456;-60,532011;Parana;Entre Rios;Parana;-31,7401972;-60,5343917;135,00;USD;0,00;150,00;USD;15;FIBERHOME;HG6145D2;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1023;Anexo Operativo Parana;EspaÒa 42;-31,732456;-60,532011;Parana;Entre Rios;Parana;-31,7401972;-60,5343917;275,00;USD;987,95;1.427,19;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1235;Bovril;H.Yrigoyen 91;-31,3422;-59,44711;Bovril;Entre Rios;Bovril;-31,34015;-59,4337194;135,00;USD;0,00;150,00;USD;15;HUAWEI;ECHOLIFE EG8143A5;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1235;Bovril;H.Yrigoyen 91;-31,3422;-59,44711;Bovril;Entre Rios;Bovril;-31,34015;-59,4337194;275,00;USD;4.595,84;5.035,08;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1420;Chajari;Sarmiento 2699;-30,758331;-57,979885;Chajari;Entre Rios;Chajari;-30,7557444;-57,9885056;135,00;USD;0,00;150,00;USD;15;HUAWEI;HG8247H5;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1420;Chajari;Sarmiento 2699;-30,758331;-57,979885;Chajari;Entre Rios;Chajari;-30,7557444;-57,9885056;275,00;USD;2.620,34;3.059,58;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1550;Concepcion Del Uruguay;EspaÒa 49 Y San MartÌn;-32,48575;-58,23391;Concepcion Del Uruguay;Entre Rios;Concepcion Del Uruguay;-32,4844639;-58,25335;135,00;USD;0,00;150,00;USD;15;MIKROTIK;hEX PoE RB960PGS;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1550;Concepcion Del Uruguay;EspaÒa 49 Y San MartÌn;-32,48575;-58,23391;Concepcion Del Uruguay;Entre Rios;Concepcion Del Uruguay;-32,4844639;-58,25335;275,00;USD;2.825,15;3.264,39;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1550;Concepcion Del Uruguay;EspaÒa 49 Y San MartÌn;-32,48575;-58,23391;Concepcion Del Uruguay;Entre Rios;Concepcion Del Uruguay;-32,4844639;-58,25335;525,00;USD;0,00;250,00;USD;15;Mikrotik;RB960pgs;250;Carga correcta;33710196139;Urunet Srl;;;
1560;Concordia;Carlos Pellegrini 651;-31,39691;-58,01651;Concordia;Entre Rios;Concordia;-31,3816583;-58,0183056;135,00;USD;0,00;150,00;USD;15;HUAWEI;HG8145V5;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1560;Concordia;Carlos Pellegrini 651;-31,39691;-58,01651;Concordia;Entre Rios;Concordia;-31,3816583;-58,0183056;275,00;USD;2.326,71;2.765,95;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1638;Crespo;San MartÌn 1031;-33,010284;-58,519404;Crespo;Entre Rios;Gualeguaychu;-33,0121694;-58,5335194;135,00;USD;0,00;150,00;USD;15;HUAWEI;HG8147X6;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1638;Crespo;San MartÌn 1031;-33,010284;-58,519404;Crespo;Entre Rios;Gualeguaychu;-33,0121694;-58,5335194;275,00;USD;8.950,08;9.389,32;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1670;Diamante;Gral. Dr. Pascual Echag¸e 350;-32,067156;-60,641956;Diamante;Entre Rios;Diamante;-32,0716778;-60,6323222;135,00;USD;0,00;150,00;USD;15;KINGTYPE;GPNC0C;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1670;Diamante;Gral. Dr. Pascual Echag¸e 350;-32,067156;-60,641956;Diamante;Entre Rios;Diamante;-32,0716778;-60,6323222;275,00;USD;667,03;1.106,26;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1970;Gualeguay;San Antonio 52;-33,14764;-59,312224;Gualeguay;Entre Rios;Gualeguay;-33,1319361;-59,3171583;135,00;USD;0,00;150,00;USD;15;CDATA;FD512XW;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1970;Gualeguay;San Antonio 52;-33,14764;-59,312224;Gualeguay;Entre Rios;Gualeguay;-33,1319361;-59,3171583;275,00;USD;804,98;1.244,22;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
1980;Gualeguaychu;25 De Mayo Y Alberdi;-33,009374;-58,517239;Gualeguaychu;Entre Rios;Gualeguaychu;-33,0121694;-58,5335194;135,00;USD;0,00;150,00;USD;15;DIGISTAR;GRG-31110;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
1980;Gualeguaychu;25 De Mayo Y Alberdi;-33,009374;-58,517239;Gualeguaychu;Entre Rios;Gualeguaychu;-33,0121694;-58,5335194;275,00;USD;1.802,92;2.242,16;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
2160;La Paz (Er);San MartÌn 901;-30,741199;-59,644604;La Paz;Entre Rios;La Paz;-30,73535;-59,6342361;135,00;USD;0,00;150,00;USD;15;KINGTYPE;GPNC0C;0;Carga correcta;30707745017;Cooperativa Entrerriana de Provision de Servicios de Comunicaciones LTDA.;10†%;;
2160;La Paz (Er);San MartÌn 901;-30,741199;-59,644604;La Paz;Entre Rios;La Paz;-30,73535;-59,6342361;275,00;USD;768,91;1.208,15;USD;60;Mikrotik;RB960pgs;439,2375;Carga correcta;30709176672;ENER S.A.;5†%;;
